seed,method,regime,epsilon,leaf_accuracy,macro_f1,path_accuracy,wrong_parent_rate,nll,ece,wrong_branch_mass_mean,catastrophic_wrong_branch
11,ultrametric,corrupted,0.1,0.5786038592508513,0.5733150451960584,0.5786038592508513,0.19551645856980704,1.5780495123948088,0.03478838392260637,0.2659469232302853,0.21835981838819524
11,geometric_shell,corrupted,0.1,0.5787457434733257,0.5735794809076883,0.5787457434733257,0.19580022701475597,1.5779577367038842,0.034830597992352,0.2663957335924909,0.21821793416572077
11,vanilla,corrupted,0.2,0.5786038592508513,0.574405622938796,0.5786038592508513,0.1993473325766175,1.5785682201385498,0.03847121713930375,0.27794481260822523,0.22531214528944382
11,hard_map,corrupted,0.2,0.5183030646992054,0.5132608626184147,0.5183030646992054,0.24985811577752554,7.673250675201416,0.1373749731265,0.24985811931253427,0.24985811577752554
11,tree,corrupted,0.2,0.5781782065834279,0.5729268411517562,0.5781782065834279,0.19622587968217933,1.580885471649664,0.03495018870751363,0.2659882297117987,0.21864358683314417
11,poincare,corrupted,0.2,0.5781782065834279,0.5731149154684121,0.5781782065834279,0.19665153234960273,1.5804705687909604,0.035095393095275124,0.2668789444385361,0.2196367763904654
11,ultrametric,corrupted,0.2,0.5781782065834279,0.5730280740554727,0.5781782065834279,0.19721906923950056,1.5800088464932813,0.03520281782924003,0.2678832724161313,0.22006242905788875
11,geometric_shell,corrupted,0.2,0.5781782065834279,0.5730566679987367,0.5781782065834279,0.19764472190692395,1.5798576575820438,0.03478800277412423,0.2682678320201515,0.22006242905788875
11,vanilla,corrupted,0.3,0.5786038592508513,0.574405622938796,0.5786038592508513,0.1993473325766175,1.5785682201385498,0.03847121713930375,0.27794481260822523,0.22531214528944382
11,hard_map,corrupted,0.3,0.4965947786606129,0.4919955050854065,0.4965947786606129,0.2819239500567537,8.529745101928711,0.15067133275320527,0.28192395339725235,0.2819239500567537
11,tree,corrupted,0.3,0.577894438138479,0.5728913134248165,0.577894438138479,0.19764472190692395,1.5832595658505273,0.03438455778981593,0.26833347727413004,0.22077185017026107
11,poincare,corrupted,0.3,0.5774687854710556,0.5725998868525053,0.5774687854710556,0.1982122587968218,1.5826359486193406,0.03392675382259139,0.26906450519538555,0.22148127128263337
11,ultrametric,corrupted,0.3,0.57761066969353,0.5726042709758178,0.57761066969353,0.1989216799091941,1.5820707707760269,0.03413739469345462,0.26989531080380336,0.22148127128263337
11,geometric_shell,corrupted,0.3,0.5777525539160046,0.5727854974063802,0.5777525539160046,0.19920544835414303,1.5818535197627919,0.03443951494254919,0.2702104919809349,0.22162315550510783
11,vanilla,corrupted,0.4,0.5786038592508513,0.574405622938796,0.5786038592508513,0.1993473325766175,1.5785682201385498,0.03847121713930375,0.27794481260822523,0.22531214528944382
11,hard_map,corrupted,0.4,0.4035187287173666,0.39843750162622066,0.4035187287173666,0.4216799091940976,12.234895706176758,0.2140829448422225,0.4216799121624901,0.4216799091940976
11,tree,corrupted,0.4,0.5769012485811578,0.5720666397421519,0.5769012485811578,0.20005675368898979,1.5857868465141187,0.034315559661333615,0.27079179653575275,0.22417707150964813
